년월,시도명,읍면동명,업종명,성별,이용자수,이용금액,거주인구,근무인구,방문인구,데이터기준일자
2019-01-01,제주시,한림읍,건강보조식품 소매업,남성,9,750000,7033631.221,678647.0959999999,3449622.895,2020-12-15
2019-01-01,제주시,한경면,과실 및 채소 소매업,여성,278,14787100,1944550.136,113190.208,960843.047,2020-12-15
2019-01-01,제주시,한경면,화장품 및 방향제 소매업,여성,3,298000,1944550.136,113190.208,960843.047,2020-12-15
2019-01-01,제주시,한경면,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,89,3901500,2129770.455,214431.462,1242081.622,2020-12-15
2019-01-01,제주시,한경면,체인화 편의점,남성,3068,31366330,2129770.455,214431.462,1242081.622,2020-12-15
2019-01-01,제주시,한경면,차량용 주유소 운영업,남성,1690,186334390,2129770.455,214431.462,1242081.622,2020-12-15
2019-01-01,제주시,한경면,차량용 가스 충전업,남성,98,9170533,2129770.455,214431.462,1242081.622,2020-12-15
2019-01-01,제주시,한경면,중식 음식점업,남성,424,10003000,2129770.455,214431.462,1242081.622,2020-12-15
2019-01-01,제주시,한경면,한식 음식점업,남성,3402,134843818,2129770.455,214431.462,1242081.622,2020-12-15
2019-01-01,제주시,한림읍,일식 음식점업,남성,364,30537900,7033631.221,678647.0959999999,3449622.895,2020-12-15
2019-01-01,제주시,한림읍,골프장 운영업,남성,346,50641312,7033631.221,678647.0959999999,3449622.895,2020-12-15
2019-01-01,제주시,한림읍,중식 음식점업,남성,754,24677100,7033631.221,678647.0959999999,3449622.895,2020-12-15
2019-01-01,제주시,한림읍,휴양콘도 운영업,남성,57,7077392,7033631.221,678647.0959999999,3449622.895,2020-12-15
2019-01-01,제주시,한림읍,기타 외국식 음식점업,여성,105,2622000,5898573.1170000015,345794.678,2694302.9060000004,2020-12-15
2019-01-01,제주시,한림읍,그외 기타 종합 소매업,여성,3575,194795890,5898573.1170000015,345794.678,2694302.9060000004,2020-12-15
2019-01-01,제주시,한림읍,관광 민예품 및 선물용품 소매업,여성,267,4768300,5898573.1170000015,345794.678,2694302.9060000004,2020-12-15
2019-01-01,제주시,한림읍,과실 및 채소 소매업,여성,209,16099900,5898573.1170000015,345794.678,2694302.9060000004,2020-12-15
2019-01-01,제주시,한림읍,골프장 운영업,여성,91,20614630,5898573.1170000015,345794.678,2694302.9060000004,2020-12-15
2019-01-01,제주시,한림읍,과실 및 채소 소매업,남성,218,14338500,7033631.221,678647.0959999999,3449622.895,2020-12-15
2019-01-01,제주시,한림읍,건강보조식품 소매업,여성,20,1719000,5898573.1170000015,345794.678,2694302.9060000004,2020-12-15
2019-01-01,제주시,한림읍,전시 및 행사 대행업,남성,832,26575300,7033631.221,678647.0959999999,3449622.895,2020-12-15
2019-01-01,제주시,한림읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,738,11748340,5898573.1170000015,345794.678,2694302.9060000004,2020-12-15
2019-01-01,제주시,한림읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,874,13571800,7033631.221,678647.0959999999,3449622.895,2020-12-15
2019-01-01,제주시,한림읍,체인화 편의점,남성,13766,147887940,7033631.221,678647.0959999999,3449622.895,2020-12-15
2019-01-01,제주시,한림읍,차량용 주유소 운영업,남성,4276,301166990,7033631.221,678647.0959999999,3449622.895,2020-12-15
2019-01-01,제주시,한림읍,차량용 가스 충전업,남성,173,18046110,7033631.221,678647.0959999999,3449622.895,2020-12-15
2019-01-01,제주시,한림읍,화장품 및 방향제 소매업,남성,82,4183690,7033631.221,678647.0959999999,3449622.895,2020-12-15
2019-01-01,제주시,한림읍,한식 음식점업,여성,8435,321610452,5898573.1170000015,345794.678,2694302.9060000004,2020-12-15
2019-01-01,제주시,조천읍,기타 수상오락 서비스업,남성,2,36000,6298406.204,733592.7840000001,4434525.277,2020-12-15
2019-01-01,제주시,한림읍,휴양콘도 운영업,여성,56,7254756,5898573.1170000015,345794.678,2694302.9060000004,2020-12-15
2019-01-01,제주시,추자면,여관업,여성,9,470010,368936.926,8330.804,325725.144,2020-12-15
2019-01-01,제주시,추자면,스포츠 및 레크레이션 용품 임대업,여성,1,45000,368936.926,8330.804,325725.144,2020-12-15
2019-01-01,제주시,추자면,슈퍼마켓,여성,236,6140490,368936.926,8330.804,325725.144,2020-12-15
2019-01-01,제주시,추자면,기타 주점업,여성,9,1450000,368936.926,8330.804,325725.144,2020-12-15
2019-01-01,제주시,추자면,여관업,남성,33,5502000,502150.445,29306.595,698672.338,2020-12-15
2019-01-01,제주시,추자면,과실 및 채소 소매업,여성,2,38000,368936.926,8330.804,325725.144,2020-12-15
2019-01-01,제주시,추자면,일반유흥 주점업,여성,6,1600000,368936.926,8330.804,325725.144,2020-12-15
2019-01-01,제주시,추자면,한식 음식점업,남성,399,26583100,502150.445,29306.595,698672.338,2020-12-15
2019-01-01,제주시,추자면,차량용 주유소 운영업,남성,133,13639600,502150.445,29306.595,698672.338,2020-12-15
2019-01-01,제주시,추자면,차량용 가스 충전업,남성,11,1902000,502150.445,29306.595,698672.338,2020-12-15
2019-01-01,제주시,추자면,중식 음식점업,남성,77,2740000,502150.445,29306.595,698672.338,2020-12-15
2019-01-01,제주시,추자면,차량용 주유소 운영업,여성,39,4779500,368936.926,8330.804,325725.144,2020-12-15
2019-01-01,제주시,추자면,체인화 편의점,여성,279,4578490,368936.926,8330.804,325725.144,2020-12-15
2019-01-01,제주시,추자면,한식 음식점업,여성,118,7543600,368936.926,8330.804,325725.144,2020-12-15
2019-01-01,제주시,추자면,체인화 편의점,남성,1067,14159010,502150.445,29306.595,698672.338,2020-12-15
2019-01-01,제주시,한경면,골프장 운영업,남성,843,92560075,2129770.455,214431.462,1242081.622,2020-12-15
2019-01-01,제주시,추자면,중식 음식점업,여성,13,476000,368936.926,8330.804,325725.144,2020-12-15
2019-01-01,제주시,추자면,수산물 소매업,여성,18,4631000,368936.926,8330.804,325725.144,2020-12-15
2019-01-01,제주시,일도2동,슈퍼마켓,여성,8917,178565968,10727948.76,605735.777,3747706.124,2020-12-15
2019-01-01,제주시,일도2동,스포츠 및 레크레이션 용품 임대업,여성,148,11555900,10727948.76,605735.777,3747706.124,2020-12-15
2019-01-01,제주시,일도2동,여관업,여성,54,2395000,10727948.76,605735.777,3747706.124,2020-12-15
2019-01-01,제주시,일도2동,여행사업,여성,3,1089230,10727948.76,605735.777,3747706.124,2020-12-15
2019-01-01,제주시,일도2동,욕탕업,여성,30,279000,10727948.76,605735.777,3747706.124,2020-12-15
2019-01-01,제주시,일도2동,육류 소매업,여성,552,29453180,10727948.76,605735.777,3747706.124,2020-12-15
2019-01-01,제주시,추자면,차량용 가스 충전업,여성,4,300000,368936.926,8330.804,325725.144,2020-12-15
2019-01-01,제주시,일도2동,일반유흥 주점업,여성,202,18221600,10727948.76,605735.777,3747706.124,2020-12-15
2019-01-01,제주시,일도2동,전시 및 행사 대행업,여성,83,517000,10727948.76,605735.777,3747706.124,2020-12-15
2019-01-01,제주시,일도2동,중식 음식점업,여성,260,7344581,10727948.76,605735.777,3747706.124,2020-12-15
2019-01-01,제주시,일도2동,차량용 주유소 운영업,여성,1891,75568183,10727948.76,605735.777,3747706.124,2020-12-15
2019-01-01,제주시,조천읍,건강보조식품 소매업,여성,8,1320000,6320864.6,469092.902,3770953.625,2020-12-15
2019-01-01,제주시,조천읍,골프장 운영업,여성,178,24211300,6320864.6,469092.902,3770953.625,2020-12-15
2019-01-01,제주시,조천읍,과실 및 채소 소매업,여성,85,4851000,6320864.6,469092.902,3770953.625,2020-12-15
2019-01-01,제주시,일도2동,일식 음식점업,여성,386,22960400,10727948.76,605735.777,3747706.124,2020-12-15
2019-01-01,제주시,일도2동,수산물 소매업,여성,87,18063000,10727948.76,605735.777,3747706.124,2020-12-15
2019-01-01,제주시,한경면,과실 및 채소 소매업,남성,431,28416850,2129770.455,214431.462,1242081.622,2020-12-15
2019-01-01,제주시,한경면,그외 기타 종합 소매업,남성,2,2000000,2129770.455,214431.462,1242081.622,2020-12-15
2019-01-01,제주시,조천읍,수산물 소매업,여성,15,655000,6320864.6,469092.902,3770953.625,2020-12-15
2019-01-01,제주시,조천읍,서양식 음식점업,여성,2194,42350650,6320864.6,469092.902,3770953.625,2020-12-15
2019-01-01,제주시,조천읍,비알콜 음료점업,여성,602,8078600,6320864.6,469092.902,3770953.625,2020-12-15
2019-01-01,제주시,추자면,슈퍼마켓,남성,531,13397150,502150.445,29306.595,698672.338,2020-12-15
2019-01-01,제주시,조천읍,기타음식료품위주종합소매업,여성,2031,66469760,6320864.6,469092.902,3770953.625,2020-12-15
2019-01-01,제주시,조천읍,기타 주점업,여성,12,905000,6320864.6,469092.902,3770953.625,2020-12-15
2019-01-01,제주시,조천읍,슈퍼마켓,여성,3424,87799330,6320864.6,469092.902,3770953.625,2020-12-15
2019-01-01,제주시,조천읍,기타 외국식 음식점업,여성,116,3272500,6320864.6,469092.902,3770953.625,2020-12-15
2019-01-01,제주시,조천읍,그외 기타 종합 소매업,여성,1992,70440890,6320864.6,469092.902,3770953.625,2020-12-15
2019-01-01,제주시,조천읍,그외 기타 스포츠시설 운영업,여성,21,1582000,6320864.6,469092.902,3770953.625,2020-12-15
2019-01-01,제주시,조천읍,육류 소매업,여성,123,14866245,6320864.6,469092.902,3770953.625,2020-12-15
2019-01-01,제주시,조천읍,일반유흥 주점업,여성,30,1511000,6320864.6,469092.902,3770953.625,2020-12-15
2019-01-01,제주시,조천읍,일식 음식점업,여성,353,24126100,6320864.6,469092.902,3770953.625,2020-12-15
2019-01-01,제주시,조천읍,전시 및 행사 대행업,여성,2566,63917900,6320864.6,469092.902,3770953.625,2020-12-15
2019-01-01,제주시,조천읍,기타 수상오락 서비스업,여성,1,60000,6320864.6,469092.902,3770953.625,2020-12-15
2019-01-01,제주시,한경면,관광 민예품 및 선물용품 소매업,남성,18,155500,2129770.455,214431.462,1242081.622,2020-12-15
2019-01-01,제주시,조천읍,스포츠 및 레크레이션 용품 임대업,여성,198,9394200,6320864.6,469092.902,3770953.625,2020-12-15
2019-01-01,제주시,조천읍,욕탕업,여성,171,6163000,6320864.6,469092.902,3770953.625,2020-12-15
2019-01-01,제주시,한경면,기타 수상오락 서비스업,남성,1,100000,2129770.455,214431.462,1242081.622,2020-12-15
2019-01-01,제주시,한경면,기타 주점업,남성,30,9560000,2129770.455,214431.462,1242081.622,2020-12-15
2019-01-01,제주시,한경면,기타음식료품위주종합소매업,남성,1636,47553320,2129770.455,214431.462,1242081.622,2020-12-15
2019-01-01,제주시,한경면,내항 여객 운송업,남성,12,606000,2129770.455,214431.462,1242081.622,2020-12-15
2019-01-01,제주시,한경면,비알콜 음료점업,남성,82,1590000,2129770.455,214431.462,1242081.622,2020-12-15
2019-01-01,제주시,한경면,빵 및 과자류 소매업,남성,101,1503700,2129770.455,214431.462,1242081.622,2020-12-15
2019-01-01,제주시,조천읍,여관업,여성,341,18745663,6320864.6,469092.902,3770953.625,2020-12-15
2019-01-01,제주시,한경면,서양식 음식점업,남성,720,15176750,2129770.455,214431.462,1242081.622,2020-12-15
2019-01-01,제주시,한경면,슈퍼마켓,남성,1697,38355470,2129770.455,214431.462,1242081.622,2020-12-15
2019-01-01,제주시,한경면,스포츠 및 레크레이션 용품 임대업,남성,29,801000,2129770.455,214431.462,1242081.622,2020-12-15
2019-01-01,제주시,추자면,일반유흥 주점업,남성,45,7360000,502150.445,29306.595,698672.338,2020-12-15
2019-01-01,제주시,추자면,스포츠 및 레크레이션 용품 임대업,남성,12,271000,502150.445,29306.595,698672.338,2020-12-15
2019-01-01,제주시,조천읍,관광 민예품 및 선물용품 소매업,여성,571,14635050,6320864.6,469092.902,3770953.625,2020-12-15
2019-01-01,제주시,조천읍,빵 및 과자류 소매업,여성,2503,39534220,6320864.6,469092.902,3770953.625,2020-12-15
2019-01-01,제주시,한경면,수산물 소매업,남성,68,6498000,2129770.455,214431.462,1242081.622,2020-12-15
2019-01-01,제주시,한림읍,화장품 및 방향제 소매업,여성,221,9954890,5898573.1170000015,345794.678,2694302.9060000004,2020-12-15
2019-01-01,제주시,일도2동,서양식 음식점업,여성,878,14048520,10727948.76,605735.777,3747706.124,2020-12-15
2019-01-01,제주시,일도2동,비알콜 음료점업,여성,857,8818010,10727948.76,605735.777,3747706.124,2020-12-15
2019-01-01,제주시,조천읍,빵 및 과자류 소매업,남성,1868,29643180,6298406.204,733592.7840000001,4434525.277,2020-12-15
2019-01-01,제주시,조천읍,비알콜 음료점업,남성,502,5900970,6298406.204,733592.7840000001,4434525.277,2020-12-15
2019-01-01,제주시,조천읍,기타음식료품위주종합소매업,남성,2546,62398470,6298406.204,733592.7840000001,4434525.277,2020-12-15
2019-01-01,제주시,조천읍,기타 주점업,남성,40,5999000,6298406.204,733592.7840000001,4434525.277,2020-12-15
2019-01-01,제주시,이도1동,기타 외국식 음식점업,여성,100,1750700,2515123.374,567260.298,2954962.629,2020-12-15
2019-01-01,제주시,조천읍,스포츠 및 레크레이션 용품 임대업,남성,344,20746200,6298406.204,733592.7840000001,4434525.277,2020-12-15
2019-01-01,제주시,조천읍,서양식 음식점업,남성,1708,35758710,6298406.204,733592.7840000001,4434525.277,2020-12-15
2019-01-01,제주시,조천읍,그외 기타 종합 소매업,남성,2130,74262400,6298406.204,733592.7840000001,4434525.277,2020-12-15
2019-01-01,제주시,조천읍,관광 민예품 및 선물용품 소매업,남성,311,11278647,6298406.204,733592.7840000001,4434525.277,2020-12-15
2019-01-01,제주시,조천읍,과실 및 채소 소매업,남성,102,10200000,6298406.204,733592.7840000001,4434525.277,2020-12-15
2019-01-01,제주시,조천읍,골프장 운영업,남성,751,95001700,6298406.204,733592.7840000001,4434525.277,2020-12-15
2019-01-01,제주시,조천읍,건강보조식품 소매업,남성,2,626900,6298406.204,733592.7840000001,4434525.277,2020-12-15
